"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Hotelling's Law.nlogox"
"Baseline"
"05/15/2026 17:14:53:642 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","layout","number-of-stores","rules","[step]","ticks","store-positions","store-market-shares","store-prices"
"414","plane","8","pricing-only","10","10","[[2 -16 -19] [0 -1 14] [6 -9 8] [3 -8 7] [1 -18 -10] [5 -8 20] [7 -3 -6] [4 8 2]]","[[2 96] [0 205] [6 211] [3 205] [1 131] [5 62] [7 370] [4 401]]","[[2 7] [0 7] [6 2] [3 2] [1 6] [5 6] [7 7] [4 9]]"
"413","plane","8","pricing-only","10","10","[[5 -17 17] [2 0 10] [1 -10 -12] [3 18 0] [6 12 12] [0 15 16] [7 0 8] [4 -1 -8]]","[[5 113] [2 208] [1 223] [3 181] [6 188] [0 70] [7 383] [4 315]]","[[5 9] [2 2] [1 12] [3 10] [6 3] [0 4] [7 2] [4 9]]"
"416","plane","8","pricing-only","10","10","[[7 19 -11] [3 9 15] [4 -12 -15] [2 -19 18] [6 16 3] [1 0 4] [0 4 18] [5 4 -12]]","[[7 138] [3 157] [4 213] [2 145] [6 164] [1 429] [0 176] [5 259]]","[[7 11] [3 8] [4 15] [2 11] [6 10] [1 8] [0 6] [5 11]]"
"417","plane","8","pricing-only","10","10","[[0 -10 -12] [6 11 3] [1 -4 9] [3 9 14] [7 17 -20] [5 18 -15] [4 15 -1] [2 -9 -20]]","[[0 332] [6 279] [1 313] [3 210] [7 76] [5 131] [4 193] [2 147]]","[[0 8] [6 4] [1 13] [3 8] [7 3] [5 3] [4 3] [2 6]]"
"418","plane","8","pricing-only","10","10","[[2 13 6] [1 9 11] [7 -4 -10] [6 -11 11] [3 -18 -3] [4 -12 -11] [0 -11 -10] [5 13 3]]","[[2 177] [1 272] [7 276] [6 205] [3 118] [4 168] [0 175] [5 290]]","[[2 3] [1 5] [7 5] [6 12] [3 6] [4 2] [0 2] [5 4]]"
"419","plane","8","pricing-only","10","10","[[3 -4 -8] [0 7 -13] [6 -1 10] [1 11 10] [5 -9 12] [7 11 17] [4 17 17] [2 -5 12]]","[[3 337] [0 257] [6 232] [1 238] [5 244] [7 73] [4 74] [2 226]]","[[3 12] [0 14] [6 3] [1 6] [5 4] [7 5] [4 5] [2 2]]"
"420","plane","8","pricing-only","10","10","[[1 -18 7] [0 -3 18] [5 -8 -18] [6 -14 -20] [2 -7 -18] [4 -8 17] [7 -1 10] [3 18 14]]","[[1 164] [0 123] [5 650] [6 68] [2 17] [4 131] [7 321] [3 207]]","[[1 8] [0 5] [5 1] [6 3] [2 2] [4 6] [7 7] [3 11]]"
"421","plane","9","normal","10","10","[[3 -12 -13] [1 -13 13] [6 15 7] [7 -12 2] [8 9 -10] [0 -12 0] [4 4 10] [2 5 -9] [5 11 9]]","[[3 140] [1 134] [6 141] [7 188] [8 142] [0 202] [4 198] [2 329] [5 207]]","[[3 10] [1 9] [6 4] [7 3] [8 7] [0 3] [4 5] [2 4] [5 3]]"
"423","plane","9","normal","10","10","[[5 13 14] [0 11 -4] [6 -8 11] [1 13 -1] [2 -11 -7] [8 2 7] [3 6 -11] [4 -9 11] [7 1 -13]]","[[5 116] [0 157] [6 165] [1 152] [2 230] [8 201] [3 226] [4 258] [7 176]]","[[5 11] [0 3] [6 3] [1 4] [2 9] [8 5] [3 3] [4 3] [7 5]]"
"422","plane","9","normal","10","10","[[0 -12 11] [1 10 -10] [4 -3 12] [8 1 -8] [5 -1 -7] [7 12 10] [3 -12 5] [6 -11 -9] [2 13 10]]","[[0 119] [1 198] [4 166] [8 229] [5 239] [7 198] [3 163] [6 180] [2 189]]","[[0 9] [1 7] [4 7] [8 2] [5 2] [7 3] [3 7] [6 8] [2 3]]"
"424","plane","9","normal","10","10","[[0 9 9] [2 -5 -2] [8 9 -13] [5 -8 -11] [3 2 14] [4 -15 2] [6 12 -5] [7 -13 9] [1 15 -12]]","[[0 217] [2 234] [8 156] [5 185] [3 196] [4 179] [6 204] [7 191] [1 119]]","[[0 9] [2 6] [8 7] [5 11] [3 8] [4 6] [6 6] [7 8] [1 6]]"
"425","plane","9","normal","10","10","[[0 11 12] [4 -12 12] [3 5 12] [5 -12 13] [1 -9 1] [2 9 -11] [7 -12 -9] [8 -11 -13] [6 10 -10]]","[[0 188] [4 172] [3 211] [5 156] [1 151] [2 205] [7 179] [8 154] [6 265]]","[[0 7] [4 1] [3 5] [5 1] [1 5] [2 4] [7 4] [8 5] [6 4]]"
"426","plane","9","normal","10","10","[[5 12 -12] [7 12 -3] [8 14 10] [2 -5 -12] [3 -2 -12] [0 -12 1] [4 3 8] [1 9 10] [6 -10 10]]","[[5 165] [7 124] [8 127] [2 225] [3 240] [0 190] [4 245] [1 160] [6 205]]","[[5 8] [7 8] [8 6] [2 4] [3 3] [0 7] [4 4] [1 4] [6 8]]"
"428","plane","9","normal","10","10","[[5 7 -8] [2 -10 -13] [1 13 11] [8 -11 -8] [3 12 10] [4 10 -11] [7 -8 5] [6 -15 15] [0 -10 11]]","[[5 262] [2 149] [1 166] [8 240] [3 247] [4 165] [7 180] [6 86] [0 186]]","[[5 5] [2 6] [1 3] [8 4] [3 3] [4 7] [7 5] [6 7] [0 5]]"
"427","plane","9","normal","10","10","[[6 8 -11] [1 12 7] [3 -12 13] [0 -11 -12] [4 0 10] [2 -14 8] [8 1 -11] [5 -8 1] [7 12 7]]","[[6 201] [1 241] [3 137] [0 179] [4 136] [2 132] [8 186] [5 224] [7 245]]","[[6 8] [1 1] [3 6] [0 10] [4 6] [2 5] [8 7] [5 5] [7 1]]"
"429","plane","9","normal","10","10","[[2 -10 11] [4 10 5] [8 -10 -12] [5 -10 1] [1 -14 1] [6 12 -9] [0 12 -7] [3 -1 -11] [7 -1 13]]","[[2 132] [4 207] [8 134] [5 166] [1 184] [6 203] [0 213] [3 195] [7 247]]","[[2 9] [4 9] [8 10] [5 5] [1 5] [6 3] [0 3] [3 6] [7 7]]"
"431","plane","9","normal","10","10","[[1 12 11] [8 -11 9] [0 -4 14] [3 11 -9] [5 -10 -10] [2 -6 -6] [6 3 11] [4 12 -1] [7 11 -13]]","[[1 151] [8 149] [0 215] [3 194] [5 218] [2 305] [6 171] [4 151] [7 127]]","[[1 8] [8 8] [0 4] [3 4] [5 6] [2 4] [6 5] [4 6] [7 6]]"
"430","plane","9","normal","10","10","[[2 -9 -11] [3 -3 10] [8 11 -12] [5 15 -12] [7 -16 -10] [6 -5 0] [4 2 -12] [1 12 5] [0 12 10]]","[[2 185] [3 314] [8 201] [5 80] [7 131] [6 263] [4 130] [1 202] [0 175]]","[[2 5] [3 8] [8 4] [5 6] [7 7] [6 6] [4 6] [1 6] [0 8]]"
"432","plane","9","normal","10","10","[[2 12 11] [4 12 -12] [1 -9 12] [0 -10 12] [8 7 9] [7 -10 -10] [3 3 -5] [5 -6 -16] [6 11 -6]]","[[2 101] [4 153] [1 453] [0 5] [8 296] [7 200] [3 150] [5 172] [6 151]]","[[2 7] [4 8] [1 1] [0 2] [8 3] [7 7] [3 6] [5 6] [6 6]]"
"433","plane","9","normal","10","10","[[5 -10 -10] [4 -7 -12] [3 8 6] [0 15 11] [1 11 -11] [7 -11 11] [8 5 12] [6 -10 6] [2 9 -9]]","[[5 183] [4 216] [3 228] [0 136] [1 160] [7 192] [8 136] [6 194] [2 236]]","[[5 6] [4 5] [3 5] [0 8] [1 5] [7 8] [8 8] [6 7] [2 4]]"
"434","plane","9","normal","10","10","[[3 -10 -10] [5 9 0] [0 11 11] [6 -7 11] [4 -11 -9] [8 12 -11] [1 12 -12] [7 -9 11] [2 5 10]]","[[3 227] [5 141] [0 131] [6 220] [4 202] [8 365] [1 4] [7 183] [2 208]]","[[3 4] [5 6] [0 8] [6 3] [4 4] [8 2] [1 3] [7 4] [2 4]]"
"436","plane","9","normal","10","10","[[0 12 11] [4 -12 12] [2 -12 -7] [5 -3 9] [8 8 -9] [3 -11 5] [1 9 -9] [7 -10 -10] [6 14 11]]","[[0 253] [4 142] [2 189] [5 186] [8 259] [3 142] [1 258] [7 161] [6 91]]","[[0 2] [4 7] [2 4] [5 5] [8 1] [3 5] [1 1] [7 5] [6 3]]"
"435","plane","9","normal","10","10","[[4 9 -11] [3 9 8] [7 -10 -8] [2 -11 10] [8 -10 -7] [5 -12 10] [6 1 9] [1 12 -7] [0 13 13]]","[[4 154] [3 213] [7 4] [2 173] [8 439] [5 187] [6 176] [1 239] [0 96]]","[[4 7] [3 4] [7 4] [2 1] [8 3] [5 1] [6 4] [1 5] [0 8]]"
"437","plane","9","normal","10","10","[[4 -15 15] [0 10 11] [1 11 -8] [2 -11 -9] [3 -13 -15] [5 -5 12] [6 -10 4] [8 6 -7] [7 3 12]]","[[4 93] [0 198] [1 257] [2 224] [3 111] [5 168] [6 198] [8 263] [7 169]]","[[4 9] [0 9] [1 7] [2 6] [3 8] [5 5] [6 6] [8 6] [7 6]]"
"438","plane","9","normal","10","10","[[3 -11 13] [1 -8 -3] [0 -9 -13] [5 -9 10] [8 9 10] [4 11 -10] [2 10 -8] [6 -8 -16] [7 13 9]]","[[3 142] [1 190] [0 178] [5 230] [8 228] [4 218] [2 231] [6 127] [7 137]]","[[3 5] [1 5] [0 3] [5 4] [8 5] [4 2] [2 2] [6 3] [7 6]]"
"441","plane","9","moving-only","10","10","[[6 -8 -7] [4 3 -15] [8 14 12] [7 7 -5] [2 -1 13] [5 8 9] [0 -6 13] [1 -14 12] [3 -10 2]]","[[6 297] [4 235] [8 191] [7 286] [2 122] [5 132] [0 89] [1 155] [3 174]]","[[6 10] [4 10] [8 10] [7 10] [2 10] [5 10] [0 10] [1 10] [3 10]]"
"442","plane","9","moving-only","10","10","[[4 11 10] [5 6 13] [6 -10 4] [3 -7 -9] [7 2 -11] [8 10 -4] [2 -1 8] [0 13 -14] [1 12 -14]]","[[4 205] [5 132] [6 327] [3 307] [7 154] [8 188] [2 194] [0 104] [1 70]]","[[4 10] [5 10] [6 10] [3 10] [7 10] [8 10] [2 10] [0 10] [1 10]]"
"443","plane","9","moving-only","10","10","[[8 -13 14] [2 10 11] [7 14 -11] [0 -3 11] [5 -9 -7] [3 6 10] [6 -9 1] [1 3 -9] [4 14 -12]]","[[8 182] [2 249] [7 135] [0 149] [5 294] [3 133] [6 179] [1 239] [4 121]]","[[8 10] [2 10] [7 10] [0 10] [5 10] [3 10] [6 10] [1 10] [4 10]]"
"444","plane","9","moving-only","10","10","[[7 -3 -10] [3 7 -10] [4 -10 12] [8 -13 -9] [0 -15 -10] [1 2 -3] [5 13 -7] [6 -8 11] [2 5 6]]","[[7 163] [3 148] [4 209] [8 133] [0 143] [1 116] [5 226] [6 165] [2 378]]","[[7 10] [3 10] [4 10] [8 10] [0 10] [1 10] [5 10] [6 10] [2 10]]"
"439","plane","9","normal","10","10","[[6 -9 -11] [2 -5 16] [4 -14 -13] [3 -5 16] [8 6 3] [7 10 -12] [1 -11 3] [5 6 8] [0 6 -15]]","[[6 196] [2 187] [4 114] [3 176] [8 287] [7 162] [1 153] [5 207] [0 199]]","[[6 6] [2 1] [4 8] [3 1] [8 4] [7 6] [1 8] [5 5] [0 4]]"
"440","plane","9","normal","10","10","[[4 -9 10] [5 9 -12] [3 -5 7] [8 -2 -9] [6 -12 -6] [7 12 -1] [1 11 -13] [0 8 12] [2 9 13]]","[[4 177] [5 191] [3 259] [8 222] [6 204] [7 142] [1 118] [0 175] [2 193]]","[[4 7] [5 3] [3 4] [8 6] [6 9] [7 6] [1 4] [0 2] [2 2]]"
"445","plane","9","moving-only","10","10","[[5 -10 10] [7 10 -10] [3 1 9] [2 -14 -9] [4 -5 -13] [1 -7 -18] [8 -7 -10] [6 -10 0] [0 10 11]]","[[5 255] [7 371] [3 200] [2 145] [4 83] [1 87] [8 80] [6 158] [0 302]]","[[5 10] [7 10] [3 10] [2 10] [4 10] [1 10] [8 10] [6 10] [0 10]]"
"446","plane","9","moving-only","10","10","[[0 -7 -11] [8 12 6] [5 -3 9] [1 -13 5] [7 -8 12] [3 8 -13] [2 -7 -11] [4 10 -8] [6 5 9]]","[[0 171] [8 243] [5 125] [1 211] [7 176] [3 192] [2 186] [4 196] [6 181]]","[[0 10] [8 10] [5 10] [1 10] [7 10] [3 10] [2 10] [4 10] [6 10]]"
"448","plane","9","moving-only","10","10","[[1 -16 5] [5 -12 -12] [4 12 -4] [2 13 -6] [6 -12 -13] [7 3 -9] [3 -1 10] [0 12 13] [8 -13 5]]","[[1 148] [5 136] [4 137] [2 179] [6 140] [7 261] [3 271] [0 244] [8 165]]","[[1 10] [5 10] [4 10] [2 10] [6 10] [7 10] [3 10] [0 10] [8 10]]"
"447","plane","9","moving-only","10","10","[[6 3 5] [0 14 -8] [4 -11 0] [3 12 -7] [7 -7 7] [1 -6 -17] [5 -6 -17] [2 1 -10] [8 -11 -13]]","[[6 416] [0 190] [4 196] [3 133] [7 309] [1 46] [5 40] [2 176] [8 175]]","[[6 10] [0 10] [4 10] [3 10] [7 10] [1 10] [5 10] [2 10] [8 10]]"
"449","plane","9","moving-only","10","10","[[8 1 1] [5 6 8] [3 9 -4] [1 0 -2] [7 -1 -14] [4 14 -4] [2 0 -13] [6 -10 -1] [0 -6 10]]","[[8 62] [5 312] [3 96] [1 68] [7 190] [4 231] [2 126] [6 288] [0 308]]","[[8 10] [5 10] [3 10] [1 10] [7 10] [4 10] [2 10] [6 10] [0 10]]"
"450","plane","9","moving-only","10","10","[[7 10 -13] [6 7 0] [5 -6 10] [8 -2 16] [3 -11 -10] [4 10 -13] [2 15 11] [1 13 10] [0 -11 -11]]","[[7 148] [6 239] [5 329] [8 148] [3 210] [4 156] [2 132] [1 122] [0 197]]","[[7 10] [6 10] [5 10] [8 10] [3 10] [4 10] [2 10] [1 10] [0 10]]"
"451","plane","9","moving-only","10","10","[[7 -10 10] [2 -13 -10] [8 4 -11] [0 -12 -10] [1 -1 13] [6 -3 14] [4 4 -10] [3 -11 1] [5 6 7]]","[[7 198] [2 134] [8 250] [0 129] [1 109] [6 77] [4 202] [3 183] [5 399]]","[[7 10] [2 10] [8 10] [0 10] [1 10] [6 10] [4 10] [3 10] [5 10]]"
"452","plane","9","moving-only","10","10","[[5 -11 -11] [6 -12 12] [3 13 11] [0 2 10] [7 0 2] [2 -12 -10] [8 14 11] [4 -12 5] [1 5 -7]]","[[5 177] [6 192] [3 116] [0 172] [7 134] [2 146] [8 156] [4 157] [1 431]]","[[5 10] [6 10] [3 10] [0 10] [7 10] [2 10] [8 10] [4 10] [1 10]]"
"453","plane","9","moving-only","10","10","[[6 11 7] [0 3 -2] [3 11 -10] [7 1 11] [2 5 -12] [5 -6 -5] [1 -13 0] [8 -9 9] [4 3 13]]","[[6 259] [0 122] [3 219] [7 88] [2 173] [5 252] [1 192] [8 247] [4 129]]","[[6 10] [0 10] [3 10] [7 10] [2 10] [5 10] [1 10] [8 10] [4 10]]"
"454","plane","9","moving-only","10","10","[[6 -12 6] [2 4 -4] [1 0 15] [0 1 15] [8 16 9] [5 -10 -18] [7 -7 -11] [4 12 7] [3 -13 7]]","[[6 161] [2 425] [1 122] [0 108] [8 153] [5 145] [7 228] [4 157] [3 182]]","[[6 10] [2 10] [1 10] [0 10] [8 10] [5 10] [7 10] [4 10] [3 10]]"
"455","plane","9","moving-only","10","10","[[5 9 11] [1 12 -12] [6 -1 -10] [8 -9 -9] [4 -12 -1] [0 13 2] [3 12 -11] [2 3 10] [7 -6 7]]","[[5 194] [1 141] [6 201] [8 222] [4 184] [0 185] [3 105] [2 157] [7 292]]","[[5 10] [1 10] [6 10] [8 10] [4 10] [0 10] [3 10] [2 10] [7 10]]"
"456","plane","9","moving-only","10","10","[[8 -6 -8] [1 -7 -1] [5 11 7] [7 15 -10] [2 -9 10] [6 5 -10] [3 6 9] [4 15 -10] [0 -14 7]]","[[8 300] [1 149] [5 244] [7 107] [2 199] [6 205] [3 210] [4 102] [0 165]]","[[8 10] [1 10] [5 10] [7 10] [2 10] [6 10] [3 10] [4 10] [0 10]]"
"457","plane","9","moving-only","10","10","[[1 -10 -2] [4 2 -9] [0 -11 11] [3 9 4] [6 -12 0] [2 2 11] [5 -10 -9] [7 -16 7] [8 2 10]]","[[1 79] [4 390] [0 181] [3 344] [6 91] [2 183] [5 243] [7 88] [8 82]]","[[1 10] [4 10] [0 10] [3 10] [6 10] [2 10] [5 10] [7 10] [8 10]]"
"461","plane","9","pricing-only","10","10","[[8 11 2] [7 2 -16] [5 5 15] [2 16 -20] [3 -7 4] [0 13 -15] [4 7 5] [6 11 -11] [1 1 -7]]","[[8 200] [7 177] [5 236] [2 28] [3 348] [0 88] [4 195] [6 125] [1 284]]","[[8 3] [7 6] [5 6] [2 4] [3 9] [0 3] [4 3] [6 3] [1 5]]"
"458","plane","9","moving-only","10","10","[[2 -11 10] [4 11 10] [8 8 -8] [6 -13 6] [7 2 -13] [5 -3 12] [3 -9 -8] [0 5 11] [1 -2 -1]]","[[2 151] [4 252] [8 295] [6 141] [7 171] [5 129] [3 286] [0 120] [1 136]]","[[2 10] [4 10] [8 10] [6 10] [7 10] [5 10] [3 10] [0 10] [1 10]]"
"462","plane","9","pricing-only","10","10","[[2 -14 10] [8 -13 -2] [4 -19 -18] [5 1 -17] [3 -11 -5] [7 -18 -2] [6 -15 -16] [0 9 -17] [1 -10 -18]]","[[2 317] [8 460] [4 19] [5 193] [3 163] [7 47] [6 95] [0 355] [1 32]]","[[2 6] [8 1] [4 3] [5 3] [3 2] [7 3] [6 2] [0 5] [1 5]]"
"460","plane","9","moving-only","10","10","[[0 10 3] [8 11 -10] [7 -11 -9] [4 -10 2] [3 -2 -10] [6 7 12] [1 -13 -5] [5 -9 7] [2 7 13]]","[[0 227] [8 275] [7 173] [4 118] [3 210] [6 93] [1 99] [5 294] [2 192]]","[[0 10] [8 10] [7 10] [4 10] [3 10] [6 10] [1 10] [5 10] [2 10]]"
"463","plane","9","pricing-only","10","10","[[1 5 -7] [2 -3 7] [0 6 16] [5 -16 -16] [6 13 17] [3 -2 18] [4 3 8] [7 -18 -19] [8 -18 18]]","[[1 338] [2 231] [0 91] [5 292] [6 131] [3 109] [4 295] [7 91] [8 103]]","[[1 11] [2 6] [0 4] [5 3] [6 6] [3 5] [4 4] [7 1] [8 9]]"
"459","plane","9","moving-only","10","10","[[0 1 12] [7 10 12] [8 -7 -10] [6 13 -2] [1 -13 12] [3 -12 12] [4 -10 -5] [2 3 14] [5 5 -10]]","[[0 144] [7 211] [8 228] [6 241] [1 142] [3 118] [4 237] [2 77] [5 283]]","[[0 10] [7 10] [8 10] [6 10] [1 10] [3 10] [4 10] [2 10] [5 10]]"
"464","plane","9","pricing-only","10","10","[[2 -3 -20] [4 10 -10] [8 12 5] [3 -15 -5] [7 15 5] [5 -6 -13] [1 -9 12] [6 -17 -12] [0 -13 -7]]","[[2 103] [4 196] [8 290] [3 161] [7 267] [5 155] [1 237] [6 76] [0 196]]","[[2 4] [4 9] [8 4] [3 3] [7 3] [5 4] [1 11] [6 5] [0 2]]"
"465","plane","9","pricing-only","10","10","[[6 12 13] [7 -12 -18] [5 10 16] [0 -4 -12] [1 7 12] [3 -8 -5] [8 9 -19] [2 4 14] [4 19 6]]","[[6 159] [7 109] [5 45] [0 264] [1 171] [3 301] [8 169] [2 317] [4 146]]","[[6 2] [7 9] [5 3] [0 6] [1 3] [3 8] [8 10] [2 4] [4 6]]"
"466","plane","9","pricing-only","10","10","[[0 10 -12] [3 -6 -13] [7 -19 -18] [4 -5 6] [1 12 -8] [8 12 12] [6 14 16] [2 8 -18] [5 0 -1]]","[[0 148] [3 206] [7 104] [4 310] [1 154] [8 279] [6 103] [2 87] [5 290]]","[[0 3] [3 6] [7 7] [4 9] [1 4] [8 3] [6 3] [2 4] [5 4]]"
"467","plane","9","pricing-only","10","10","[[7 8 1] [5 19 1] [3 19 2] [1 11 -19] [2 -18 -1] [4 -19 17] [8 17 -15] [6 6 -8] [0 -18 -18]]","[[7 339] [5 339] [3 13] [1 115] [2 244] [4 152] [8 75] [6 262] [0 142]]","[[7 6] [5 1] [3 2] [1 5] [2 10] [4 13] [8 6] [6 6] [0 10]]"
"468","plane","9","pricing-only","10","10","[[4 -7 1] [3 17 5] [0 -2 -8] [1 5 14] [2 -9 8] [8 10 -5] [5 13 1] [7 18 5] [6 -16 -16]]","[[4 259] [3 157] [0 246] [1 160] [2 262] [8 231] [5 156] [7 82] [6 128]]","[[4 6] [3 1] [0 7] [1 8] [2 8] [8 6] [5 3] [7 1] [6 11]]"
"470","plane","9","pricing-only","10","10","[[8 19 -8] [2 -7 -5] [4 -6 7] [1 17 -3] [3 9 20] [5 -13 -5] [7 7 -6] [6 -5 13] [0 12 7]]","[[8 116] [2 242] [4 261] [1 97] [3 105] [5 220] [7 240] [6 205] [0 195]]","[[8 6] [2 5] [4 4] [1 5] [3 7] [5 6] [7 6] [6 5] [0 6]]"
"469","plane","9","pricing-only","10","10","[[4 10 1] [2 -2 6] [1 18 -11] [0 -3 12] [3 18 20] [5 -10 -15] [6 -8 -20] [8 -6 5] [7 13 17]]","[[4 258] [2 182] [1 149] [0 192] [3 67] [5 253] [6 164] [8 278] [7 138]]","[[4 7] [2 4] [1 11] [0 6] [3 3] [5 5] [6 4] [8 5] [7 5]]"
"471","plane","9","pricing-only","10","10","[[4 -7 3] [2 -10 11] [0 -2 -14] [3 3 -20] [5 -4 3] [7 -4 12] [6 19 -8] [1 -1 10] [8 20 16]]","[[4 209] [2 169] [0 298] [3 131] [5 231] [7 142] [6 181] [1 201] [8 119]]","[[4 4] [2 5] [0 6] [3 6] [5 3] [7 3] [6 10] [1 4] [8 10]]"
"472","plane","9","pricing-only","10","10","[[3 13 -11] [4 -15 -13] [8 7 13] [6 11 1] [7 10 3] [5 18 1] [1 -5 -15] [0 -15 17] [2 2 -14]]","[[3 117] [4 199] [8 271] [6 137] [7 314] [5 112] [1 228] [0 160] [2 143]]","[[3 9] [4 9] [8 6] [6 2] [7 2] [5 3] [1 5] [0 15] [2 6]]"
"474","plane","9","pricing-only","10","10","[[8 12 1] [7 -11 0] [0 10 -16] [1 20 -19] [6 -17 20] [2 -17 9] [5 7 17] [3 -9 -9] [4 -5 12]]","[[8 287] [7 274] [0 201] [1 81] [6 66] [2 100] [5 195] [3 279] [4 198]]","[[8 10] [7 6] [0 9] [1 7] [6 7] [2 7] [5 10] [3 9] [4 8]]"
"475","plane","9","pricing-only","10","10","[[5 5 -4] [4 -12 -12] [1 -7 11] [8 -2 -5] [2 2 16] [6 -11 -19] [3 -14 -18] [7 13 -17] [0 2 12]]","[[5 281] [4 171] [1 235] [8 231] [2 198] [6 87] [3 62] [7 134] [0 282]]","[[5 6] [4 6] [1 8] [8 5] [2 3] [6 5] [3 5] [7 11] [0 3]]"
"476","plane","9","pricing-only","10","10","[[6 -19 9] [2 5 17] [5 -15 -17] [0 0 -6] [8 -10 -13] [3 15 7] [4 15 -16] [7 15 -1] [1 1 3]]","[[6 160] [2 208] [5 123] [0 267] [8 217] [3 149] [4 119] [7 158] [1 280]]","[[6 13] [2 8] [5 4] [0 5] [8 5] [3 8] [4 11] [7 7] [1 6]]"
"473","plane","9","pricing-only","10","10","[[4 2 13] [1 1 -16] [6 11 8] [0 -19 -2] [7 -5 -9] [2 -3 -2] [3 6 -5] [8 9 0] [5 12 9]]","[[4 201] [1 193] [6 241] [0 214] [7 189] [2 208] [3 175] [8 152] [5 108]]","[[4 8] [1 5] [6 1] [0 8] [7 6] [2 5] [3 4] [8 3] [5 2]]"
"478","plane","9","pricing-only","10","10","[[3 -10 -6] [5 15 13] [6 17 -6] [4 19 11] [0 -18 -5] [7 -2 -19] [8 -17 -19] [1 3 -19] [2 -6 17]]","[[3 320] [5 276] [6 182] [4 126] [0 188] [7 113] [8 51] [1 203] [2 222]]","[[3 5] [5 4] [6 8] [4 3] [0 5] [7 4] [8 9] [1 4] [2 11]]"
"477","plane","9","pricing-only","10","10","[[1 -18 5] [7 7 -4] [2 -20 3] [0 12 11] [8 -8 -9] [4 19 4] [6 -10 -4] [5 5 -17] [3 1 -8]]","[[1 246] [7 280] [2 113] [0 225] [8 155] [4 145] [6 220] [5 130] [3 167]]","[[1 3] [7 4] [2 1] [0 9] [8 5] [4 5] [6 3] [5 7] [3 3]]"
"479","plane","9","pricing-only","10","10","[[6 -11 -20] [3 6 -3] [2 -5 -15] [8 2 -10] [1 18 -20] [7 -20 14] [5 15 -17] [0 -6 15] [4 15 8]]","[[6 135] [3 281] [2 228] [8 202] [1 47] [7 154] [5 153] [0 290] [4 191]]","[[6 4] [3 6] [2 4] [8 4] [1 1] [7 9] [5 3] [0 9] [4 13]]"
"480","plane","9","pricing-only","10","10","[[2 -12 -16] [6 -12 9] [0 -11 -15] [8 -2 -19] [5 -6 -15] [7 -4 -12] [4 -12 6] [1 -5 -3] [3 6 5]]","[[2 94] [6 326] [0 86] [8 154] [5 50] [7 206] [4 144] [1 260] [3 361]]","[[2 2] [6 3] [0 2] [8 4] [5 2] [7 3] [4 3] [1 3] [3 11]]"
"481","plane","10","normal","10","10","[[2 -10 11] [5 12 12] [3 -10 9] [8 12 -12] [9 11 5] [1 -15 -6] [0 11 -8] [7 -11 -10] [4 0 -9] [6 3 10]]","[[2 207] [5 147] [3 221] [8 94] [9 134] [1 113] [0 233] [7 199] [4 175] [6 158]]","[[2 1] [5 7] [3 1] [8 7] [9 6] [1 5] [0 4] [7 5] [4 6] [6 5]]"
"482","plane","10","normal","10","10","[[3 -4 -12] [9 13 -10] [7 7 12] [4 2 -2] [2 -14 -14] [5 9 -12] [0 -12 11] [8 -12 5] [1 -11 -11] [6 8 12]]","[[3 149] [9 190] [7 203] [4 155] [2 102] [5 123] [0 158] [8 193] [1 150] [6 258]]","[[3 5] [9 6] [7 3] [4 6] [2 5] [5 6] [0 8] [8 6] [1 4] [6 3]]"
"483","plane","10","normal","10","10","[[5 -11 2] [9 13 -12] [4 1 15] [2 -15 -15] [0 -11 -3] [6 2 -12] [1 0 14] [7 8 6] [8 2 -13] [3 -17 -14]]","[[5 178] [9 162] [4 195] [2 121] [0 146] [6 222] [1 258] [7 201] [8 157] [3 41]]","[[5 5] [9 7] [4 2] [2 3] [0 4] [6 1] [1 2] [7 7] [8 1] [3 4]]"
"484","plane","10","normal","10","10","[[7 2 6] [2 11 -11] [4 -12 1] [6 -10 9] [0 -8 -12] [8 11 -10] [1 14 11] [5 4 14] [3 -10 -11] [9 14 10]]","[[7 176] [2 391] [4 153] [6 173] [0 194] [8 7] [1 113] [5 149] [3 216] [9 109]]","[[7 5] [2 1] [4 6] [6 9] [0 1] [8 2] [1 5] [5 6] [3 1] [9 5]]"
"485","plane","10","normal","10","10","[[2 -11 -11] [7 -3 -11] [4 -12 10] [5 9 -10] [9 -2 9] [8 10 5] [1 -13 13] [6 11 11] [0 -10 -2] [3 15 -11]]","[[2 185] [7 189] [4 192] [5 200] [9 190] [8 199] [1 82] [6 173] [0 147] [3 124]]","[[2 6] [7 5] [4 4] [5 5] [9 6] [8 6] [1 6] [6 8] [0 6] [3 7]]"
"486","plane","10","normal","10","10","[[9 12 1] [5 13 13] [1 -10 -9] [3 9 -12] [0 7 12] [7 -11 13] [8 9 -12] [6 -12 11] [2 -13 -9] [4 -1 3]]","[[9 146] [5 127] [1 198] [3 198] [0 153] [7 158] [8 210] [6 162] [2 146] [4 183]]","[[9 6] [5 7] [1 5] [3 1] [0 6] [7 5] [8 1] [6 5] [2 6] [4 5]]"
